id,player_name,games,time,goals_season,xG_season,assists_season,xA_season,shots_season,key_passes_season,yellow_cards,red_cards,position,team_title,npg_season,npxG_season,xGChain,xGBuildup,season
643,Eric Dier,37,3271,3,1.645009628497064,2,1.3802226884290576,30,18,10,0,D M,Tottenham,3,1.645009628497064,15.380162913352253,13.924120306968687,2015
648,Nacer Chadli,29,922,3,2.929527094587684,2,2.7604427840560675,25,24,1,0,M S,Tottenham,3,2.929527094587684,6.457757256925106,3.0467007346451283,2015
692,Oscar,27,1785,3,5.171860884875059,3,3.2977483849972486,52,29,4,0,M S,Chelsea,2,3.649523179978132,10.23574398085475,5.516653552651405,2015
743,Dwight Gayle,16,755,3,3.8905645720660686,0,0.7147573223337531,22,8,1,1,F M S,Crystal Palace,3,3.8905645720660686,4.844457700848579,0.9086985690519214,2015
747,Robert Huth,35,3150,3,3.4519019406288862,0,0.6899090074002743,28,2,8,0,D,Leicester,3,3.4519019406288862,4.601796388626099,3.964780082926154,2015
781,Jeremain Lens,20,1299,3,1.3396054739132524,3,2.981416942551732,26,18,3,1,F M S,Sunderland,3,1.3396054739132524,5.824112061411142,2.447784989140928,2015
788,Russell Martin,30,2699,3,1.842231691814959,0,1.0656026415526867,18,8,4,1,D,Norwich,3,1.842231691814959,3.9536125557497135,2.831972212530673,2015
789,Robbie Brady,36,2996,3,2.7942690635100007,2,5.04878652561456,53,54,3,0,D M S,Norwich,3,2.7942690635100007,6.695630925707519,3.0419109743088484,2015
792,Jonny Howson,36,2960,3,2.2518839286640286,4,2.8945628935471177,35,26,7,0,M S,Norwich,3,2.2518839286640286,8.286483568139374,5.196513916365802,2015
794,Cameron Jerome,34,1770,3,8.21538513712585,2,0.3745397683233022,46,8,2,0,F S,Norwich,3,8.21538513712585,6.644691305235028,1.1840085471048951,2015
812,Craig Gardner,34,2037,3,4.136259423568845,3,3.020390424877405,46,24,5,0,M S,West Bromwich Albion,3,3.3750905860215425,5.186484510079026,1.7018218850716949,2015
833,Virgil van Dijk,34,3060,3,3.299716655164957,0,1.3406091406941414,29,9,2,0,D,Southampton,3,3.299716655164957,5.70062496419996,5.4218559535220265,2015
850,Papiss Demba Cissé,21,1079,3,3.089113302528858,0,0.6837777215987444,23,10,1,0,F S,Newcastle United,3,3.089113302528858,2.879534563049674,0.4369379822164774,2015
882,Glenn Murray,21,789,3,4.022139597684145,0,0.5152824707329273,25,9,2,0,F S,"Bournemouth,Crystal Palace",3,3.260970700532198,4.098629027605057,1.3828975856304169,2015
888,Xherdan Shaqiri,27,2072,3,3.074526209384203,6,6.420921053737402,40,50,3,0,F M,Stoke,3,3.074526209384203,9.374040408059956,4.220688650384545,2015
919,Duncan Watmore,23,880,3,1.465448021888733,1,0.9470030181109904,14,12,0,0,F M S,Sunderland,3,1.465448021888733,2.2361188111826777,0.2533677807077765,2015
939,Mauro Zárate,15,796,3,1.5508878882974386,0,1.342000426724553,29,20,1,0,F M S,West Ham,3,1.5508878882974386,3.807389572262764,2.4853735119104385,2015
990,James Morrison,18,1354,3,1.890766262076795,3,1.12337239459157,24,15,3,0,M S,West Bromwich Albion,3,1.1295973947271705,3.4300913279876117,1.7143343053758144,2015
480,Joe Allen,19,720,2,1.3847464006394148,1,1.3596448935568333,12,12,0,0,M S,Liverpool,2,1.3847464006394148,3.9975137235596776,2.38746877014637,2015
500,Alex Iwobi,13,639,2,1.5485199317336082,2,1.511021688580513,15,12,0,0,M S,Arsenal,2,1.5485199317336082,5.324221380054951,3.2067030742764477,2015
510,Joel Ward,30,2694,2,1.1507400255650282,1,1.8000701358541846,17,13,4,0,D,Crystal Palace,2,1.1507400255650282,7.403060941025615,5.379452860914171,2015
511,Damien Delaney,32,2880,2,1.83419487439096,3,2.6911381892859936,21,10,2,0,D,Crystal Palace,2,1.83419487439096,3.014545656740665,1.7363992631435394,2015
514,Jason Puncheon,31,2647,2,3.873506274074316,3,4.142701347358525,54,59,3,0,F M,Crystal Palace,2,3.873506274074316,10.056630115956068,5.015373602509499,2015
520,Bakary Sako,20,1073,2,2.3595069171860814,1,1.88949216902256,34,9,1,0,F M S,Crystal Palace,2,2.3595069171860814,4.876723758876324,1.9568681884557009,2015
522,Wilfried Zaha,34,2507,2,2.624896079301834,1,4.47473059874028,32,41,5,0,F M S,Crystal Palace,2,2.624896079301834,9.616185177117586,3.5836749440059066,2015
534,Aaron Cresswell,37,3319,2,1.0925626950338485,4,3.294617891311645,28,40,1,0,D M,West Ham,2,1.0925626950338485,10.339367221109567,6.831141199916601,2015
555,Memphis Depay,29,1470,2,4.733707598410547,0,1.2230774834752085,57,12,2,0,F M S,Manchester United,2,4.733707598410547,7.542917836457491,2.9404444079846144,2015
566,Sebastian Prödl,21,1774,2,1.5338504277169704,0,0.1290602330118417,13,2,5,0,D S,Watford,2,1.5338504277169704,1.934076027944684,1.9062318373471496,2015
569,Almen Abdi,32,1998,2,2.067565410397947,0,2.5999522767961025,38,32,4,0,F M S,Watford,2,2.067565410397947,8.051499991677701,5.146296529099345,2015
571,Ben Watson,35,2814,2,0.4924737513065338,0,2.12290240265429,17,33,4,0,M S,Watford,2,0.4924737513065338,5.762444791384041,5.366294278763235,2015
588,Leighton Baines,18,1473,2,1.209373963996768,1,1.665165165439248,9,22,0,0,D S,Everton,1,0.4482051189988851,4.167014757171273,2.980506246909499,2015
589,James McCarthy,29,2445,2,0.8192182155326009,2,1.3880205005407331,16,14,5,1,M,Everton,2,0.8192182155326009,9.486362531781197,7.58104526810348,2015
591,Gerard Deulofeu,26,1389,2,1.4137748889625072,8,5.97331221960485,9,35,2,0,F M S,Everton,2,1.4137748889625072,8.983775861561298,3.341780513525009,2015
596,Tom Cleverley,22,1618,2,1.4913659039884806,4,2.2500645872205496,24,23,1,0,M S,Everton,2,1.4913659039884806,6.335379181429744,4.3294568452984095,2015
605,Jordan Henderson,17,1300,2,1.5272890776395798,3,1.300454712472856,26,18,1,0,M S,Liverpool,2,1.5272890776395798,5.802723430097103,4.53357514180243,2015
612,Vincent Kompany,14,1179,2,0.417429456487298,0,0.0813498459756374,11,3,5,0,D S,Manchester City,2,0.417429456487298,2.9507632050663237,2.916855724528432,2015
614,Fernandinho,33,2736,2,1.232332395389676,2,2.5116877630352974,29,29,8,0,M S,Manchester City,2,1.232332395389676,12.033708663657308,10.30434820242226,2015
615,Fernando,24,1703,2,2.896815175190568,0,0.3292689938098192,15,8,4,0,M S,Manchester City,2,2.896815175190568,4.508109197020531,4.396471694111824,2015
617,David Silva,24,1818,2,2.598523830994964,11,4.727521860040724,29,67,1,0,M S,Manchester City,2,2.598523830994964,11.535075043328106,7.523196856491268,2015
633,James McArthur,28,2206,2,1.058151474688202,2,1.085092006251216,16,22,5,0,M S,Crystal Palace,2,1.058151474688202,6.162737347185612,4.224578664638102,2015
669,Ashley Westwood,32,2720,2,1.7461497839540243,2,3.1517578372731805,38,41,6,0,M S,Aston Villa,2,1.7461497839540243,6.387357586994767,4.117236537858844,2015
670,Carles Gil,23,1454,2,0.7563520688563585,0,1.486160071566701,17,25,3,0,F M S,Aston Villa,2,0.7563520688563585,3.3147313222289085,2.4295214358717203,2015
679,Scott Sinclair,27,1598,2,2.815949311479926,0,0.1317691691219806,17,5,0,0,F M S,Aston Villa,1,2.054780414327979,3.537041202187538,1.5768057852983477,2015
681,César Azpilicueta,37,3208,2,1.2036293791607022,3,2.2325293626636267,10,21,7,0,D S,Chelsea,2,1.2036293791607022,12.767135987058282,11.378272647038102,2015
682,Branislav Ivanovic,33,2922,2,2.355594513937831,2,2.006993959657848,28,13,5,0,D,Chelsea,2,2.355594513937831,10.849223083816469,9.198493051342666,2015
695,Bertrand Traoré,10,365,2,1.6593618504703045,1,0.6275983182713389,17,5,0,0,F M S,Chelsea,2,1.6593618504703045,2.3423975370824337,0.1508724875748157,2015
697,Nemanja Matic,33,2426,2,2.5063633238896728,2,2.0589730199426413,34,19,4,1,M S,Chelsea,2,2.5063633238896728,11.280711317434909,9.022076165303588,2015
699,Gary Cahill,23,1952,2,1.5026729321107268,1,0.1968747545033693,13,3,2,0,D S,Chelsea,2,1.5026729321107268,1.9389915894716976,1.7717100661247969,2015
709,Ashley Williams,36,3240,2,1.781525058671832,1,0.4403920285403728,16,11,8,0,D,Swansea,2,1.781525058671832,7.3901996202766895,7.146747946739197,2015
716,Alberto Paloschi,10,675,2,2.4204313717782497,0,0.6032369434833527,15,3,2,0,F S,Swansea,2,2.4204313717782497,2.735494585707784,0.2115349918603897,2015
719,Wayne Routledge,28,1700,2,2.5265173595398664,1,1.71927990578115,18,29,3,0,F M S,Swansea,2,2.5265173595398664,5.908186376094818,2.355261517688632,2015
723,Ki Sung-yueng,28,1852,2,2.457436867058277,1,1.0774458358064294,24,22,4,0,M S,Swansea,2,2.457436867058277,5.665103822015226,3.1758006643503904,2015
728,Lamine Koné,15,1318,2,2.4588020257651806,1,0.7516848929226398,10,5,0,0,D,Sunderland,2,2.4588020257651806,1.0659351255744696,1.021766996011138,2015
734,Wahbi Khazri,14,1087,2,0.8625684883445501,1,2.232906950637698,24,27,3,0,M S,Sunderland,2,0.8625684883445501,2.4898461513221264,1.328261623159051,2015
748,Wes Morgan,38,3420,2,3.007502445951104,0,0.0531145669519901,21,2,3,0,D,Leicester,2,3.007502445951104,3.1742842979729176,3.089557373896241,2015
752,Daniel Drinkwater,35,3045,2,2.187857849523425,7,5.324236061424017,41,44,3,1,M,Leicester,2,2.187857849523425,14.48219976015389,10.150264089927076,2015
753,Marc Albrighton,38,2796,2,2.549339983612299,6,8.095412362366915,42,62,4,0,M S,Leicester,2,2.549339983612299,11.863627549260856,4.015348978340626,2015
764,Daryl Janmaat,32,2754,2,1.1652486133389175,4,3.490501068532467,19,25,5,1,D M,Newcastle United,2,1.1652486133389175,9.721467668190598,6.243291640654206,2015
766,Jamaal Lascelles,18,1135,2,0.4158271849155426,0,0.1482737176120281,4,2,1,1,D S,Newcastle United,2,0.4158271849155426,1.2703524231910706,1.221973303705454,2015
784,Andy King,25,1030,2,2.7156317867338657,1,1.057841737754643,19,9,2,0,M S,Leicester,2,2.7156317867338657,5.486797222867608,2.4575443267822266,2015
791,Alexander Tettey,23,1956,2,0.6745800636708736,0,0.1093363296240568,20,5,10,0,M,Norwich,2,0.6745800636708736,3.9621746549382806,3.366430875845253,2015
810,Stéphane Sessegnon,25,1770,2,1.2872627601027489,2,2.786615589633584,31,27,1,0,F M S,West Bromwich Albion,2,1.2872627601027489,6.163074925541878,3.911617547273636,2015
814,James McClean,35,2414,2,2.1684154272079468,2,3.0264106979593635,31,29,7,1,F M S,West Bromwich Albion,2,2.1684154272079468,5.108418434858322,1.4000565391033888,2015
825,Adam Smith,31,2085,2,0.4881401043385267,0,1.101945377886295,15,14,5,0,D M S,Bournemouth,2,0.4881401043385267,3.97390971146524,3.1956582460552454,2015
834,José Fonte,37,3171,2,2.431197425350547,1,1.2865142482332883,20,5,4,1,D,Southampton,2,2.431197425350547,6.668109523132443,6.465448739007115,2015
843,James Ward-Prowse,33,1505,2,2.0657734973356128,4,4.687691242434084,28,32,5,0,M S,Southampton,1,1.304604678414762,6.971512667834759,4.774290247820318,2015
861,Giannelli Imbula,14,1260,2,0.7641463447362185,0,0.4466322641819715,21,11,4,0,M,Stoke,2,0.7641463447362185,4.900775082409382,3.824764303863049,2015
864,Ibrahim Afellay,31,2105,2,2.378268579952419,2,2.0416688304394484,39,21,3,1,M S,Stoke,2,2.378268579952419,9.911401739344,6.512232376262546,2015
876,Fabian Delph,17,753,2,0.3005910199135542,0,0.426078949123621,13,2,0,0,M S,Manchester City,2,0.3005910199135542,2.488794426433742,1.8802406853064892,2015
877,Samir Nasri,12,520,2,2.6373172122985125,2,0.9286910351365804,14,10,3,0,M S,Manchester City,2,2.6373172122985125,4.427338244393468,1.719656789675355,2015
929,Adam Johnson,19,1136,2,1.8067024517804384,5,2.185627111233771,16,29,3,0,F M S,Sunderland,1,1.0455336030572653,4.058416950516403,2.642053266055882,2015
936,Ramires,12,612,2,1.3262335881590843,0,0.0581614412367343,10,1,1,0,M S,Chelsea,2,1.3262335881590843,1.8094926942139864,0.8054327834397554,2015
938,Carl Jenkinson,20,1220,2,0.61541966535151,0,1.1373539231717589,7,6,3,1,D S,West Ham,2,0.61541966535151,5.472486738115549,3.7387818414717913,2015
986,Danny Ings,6,336,2,1.851082056760788,0,0.3525637034326792,10,5,1,0,F S,Liverpool,2,1.851082056760788,1.393169306218624,0.2832492180168628,2015
162,Timm Klose,10,849,1,0.5434644930064678,0,0.0,3,0,3,0,D,Norwich,1,0.5434644930064678,0.1904533430933952,0.1535042934119701,2015
323,Adnan Januzaj,5,141,1,0.2422621510922908,0,0.0320643670856952,4,1,1,0,M S,Manchester United,1,0.2422621510922908,0.2891867943108082,0.1348969768732786,2015
457,Tommy Elphick,12,1011,1,0.2931240797042846,0,0.0162584763020277,4,1,1,0,D S,Bournemouth,1,0.2931240797042846,0.4805363044142723,0.4642778281122446,2015
464,Max Gradel,14,918,1,1.706090624444187,2,0.6822819262742996,18,10,1,0,M S,Bournemouth,1,1.706090624444187,2.496541079133749,0.6888832487165928,2015
467,Lewis Grabban,21,806,1,2.31165393255651,0,0.4200645573437214,19,8,2,0,F M S,"Bournemouth,Norwich",1,2.31165393255651,3.1663807658478618,0.5758635802194476,2015
476,Kolo Touré,14,865,1,0.2425586581230163,0,0.0187493432313203,4,1,1,0,D S,Liverpool,1,0.2425586581230163,2.508274804800749,2.437144335359335,2015
481,Jordon Ibe,27,1161,1,1.4264613203704355,2,1.6390911489725113,29,20,0,0,F M S,Liverpool,1,1.4264613203704355,5.980749741196632,3.4140845835208893,2015
485,Mamadou Sakho,22,1856,1,0.8336911760270596,0,0.071453858166933,6,4,1,0,D S,Liverpool,1,0.8336911760270596,3.4503712076693773,3.4237607810646296,2015
492,Héctor Bellerín,36,3240,1,0.7077541500329971,5,4.753760911524296,13,24,3,0,D,Arsenal,1,0.7077541500329971,17.708984058350325,14.370254408568144,2015
493,Gabriel,21,1761,1,0.9500340465456248,0,0.0446339361369609,11,1,4,1,D S,Arsenal,1,0.9500340465456248,6.478987358510494,6.478987358510494,2015
517,Joe Ledley,19,979,1,0.3060399312525987,0,0.1568496320396661,7,3,1,0,M S,Crystal Palace,1,0.3060399312525987,1.4343151794746518,1.1289004758000374,2015
521,Emmanuel Adebayor,12,619,1,1.8238637819886208,1,0.1452674390748143,12,6,1,0,F S,Crystal Palace,1,1.8238637819886208,2.034254128113389,0.354825203306973,2015
526,Lee Chung-yong,13,375,1,0.158250393345952,0,0.4583904296159744,5,6,0,0,M S,Crystal Palace,1,0.158250393345952,0.7814942188560963,0.6394801260903478,2015
529,Winston Reid,24,2139,1,1.395643526688218,1,0.3526048716157675,17,7,5,0,D,West Ham,1,1.395643526688218,2.722023932263255,2.6309201810508966,2015
541,Victor Moses,21,982,1,1.911597726866603,2,1.5062665920704603,22,16,0,0,F M S,West Ham,1,1.911597726866603,4.521147080697119,1.385582317598164,2015
545,Kieran Gibbs,15,367,1,0.5577400363981724,0,0.0406476818025112,5,1,0,0,D M S,Arsenal,1,0.5577400363981724,1.0849716402590277,0.4865839164704084,2015
548,Daley Blind,35,3123,1,0.1542002502828836,1,1.8806068636476996,4,25,2,0,D,Manchester United,1,0.1542002502828836,7.3397807367146015,6.819737112149596,2015
551,Morgan Schneiderlin,29,2204,1,0.8295509200543165,0,0.4136641286313534,11,9,3,0,M S,Manchester United,1,0.8295509200543165,5.959416007623076,5.560282275080681,2015
557,Matteo Darmian,28,1937,1,0.1750632114708423,0,1.8790505416691303,6,12,8,0,D M S,Manchester United,1,0.1750632114708423,4.965738266706467,3.754208153113723,2015
579,Nathan Aké,24,1868,1,1.6093681082129478,0,0.7008999371901155,16,9,4,1,D S,Watford,1,1.6093681082129478,2.832576312124729,2.3783723395317797,2015
581,Craig Cathcart,35,3034,1,0.6867383252829313,0,0.1060620713979005,5,3,3,0,D S,Watford,1,0.6867383252829313,3.829432160593569,3.711508266627789,2015
585,Seamus Coleman,28,2392,1,2.323580978438258,3,1.4407275542616844,27,18,4,0,D M S,Everton,1,2.323580978438258,8.981179378926754,7.003576394170523,2015
603,Nathaniel Clyne,33,2970,1,1.815190341323614,0,1.8440425246953964,29,24,6,0,D M,Liverpool,1,1.815190341323614,10.565198335796596,8.96768619865179,2015
604,Emre Can,30,2501,1,1.214562842622399,0,3.202115531079471,30,32,9,0,D M S,Liverpool,1,1.214562842622399,11.935754898935556,10.14760616235435,2015
607,Martin Skrtel,22,1882,1,0.6353058395907283,0,0.809040317311883,10,5,5,0,D S,Liverpool,1,0.6353058395907283,5.0711791682988405,5.0711791682988405,2015
608,Alberto Moreno,32,2546,1,1.6545054893940687,4,4.22619329765439,36,61,3,0,D M S,Liverpool,1,1.6545054893940687,11.85003099963069,7.727764077484608,2015
611,Nicolás Otamendi,30,2673,1,0.9926671013236046,0,0.628144521266222,27,5,9,0,D,Manchester City,1,0.9926671013236046,6.77221591770649,6.603514777496457,2015
630,Marouane Fellaini,18,1069,1,4.175044342875481,0,0.6421578293666244,23,11,2,0,F M S,Manchester United,1,4.175044342875481,5.463913692161441,2.7043956350535154,2015
631,Ashley Young,18,1053,1,0.891463540494442,2,1.4585488578304648,7,10,5,0,D M S,Manchester United,1,0.891463540494442,4.834841581992805,3.0842785136774182,2015
638,Kyle Walker,33,2947,1,0.8762906417250633,3,4.270706508308649,21,34,7,0,D,Tottenham,1,0.8762906417250633,12.140321791172028,9.31025804206729,2015
641,Danny Rose,24,2139,1,1.2215754073113203,3,3.2962155556306243,26,24,7,0,D M,Tottenham,1,1.2215754073113203,10.382986200973392,7.078362736850977,2015
649,Ryan Mason,22,797,1,3.0937024112790823,0,0.7011372717097402,20,10,3,0,M S,Tottenham,1,3.0937024112790823,4.979689622297883,1.9601639453321693,2015
652,Kieran Trippier,6,456,1,0.4173206631094217,1,0.4763302933424711,2,6,1,0,D M S,Tottenham,1,0.4173206631094217,2.5266096889972687,1.741302266716957,2015
653,Tom Carroll,19,489,1,0.2286788783967495,0,0.2454058323055505,5,9,3,0,M S,Tottenham,1,0.2286788783967495,2.8065820541232824,2.47886454500258,2015
664,Joleon Lescott,32,2812,1,1.8732632733881476,0,0.1732784286141395,11,4,2,0,D,"Aston Villa,West Bromwich Albion",1,1.8732632733881476,4.438299364410341,4.291657938621938,2015
665,Micah Richards,24,2049,1,1.0121648730710149,1,0.4195181960240006,11,8,3,0,D S,Aston Villa,1,1.0121648730710149,2.939192415215075,2.629615142941475,2015
674,Leandro Bacuna,31,2421,1,1.9050845922902224,0,1.1993910828605294,32,16,8,0,D F M S,Aston Villa,1,1.9050845922902224,6.015960603021085,4.071640757843852,2015
675,Jack Grealish,16,831,1,0.5990190263837576,0,0.6424273028969765,16,12,1,0,F M S,Aston Villa,1,0.5990190263837576,2.651219485327601,1.99421015009284,2015
688,Ruben Loftus-Cheek,13,399,1,0.9546094238758088,0,0.1375067122280597,12,4,0,0,M S,Chelsea,1,0.9546094238758088,2.5983768925070763,1.7522746697068214,2015
689,Kenedy,14,544,1,0.3206859976053238,0,0.5036234222352505,13,6,0,0,D M S,Chelsea,1,0.3206859976053238,2.955372128635645,2.2893560379743576,2015
690,Loïc Remy,13,269,1,2.083794981241226,0,0.1587666319683194,13,4,0,0,F S,Chelsea,1,2.083794981241226,2.4009386422112584,0.158377006649971,2015
691,Alexandre Pato,2,134,1,1.720166027545929,0,0.0,4,0,0,0,F S,Chelsea,0,0.9589971788227558,1.6412881016731262,0.6822909116744995,2015
696,Falcao,10,208,1,0.7739494685083628,0,0.0917690470814704,11,2,1,0,F S,Chelsea,1,0.7739494685083628,0.8805259186774492,0.1926137283444404,2015
708,Federico Fernández,32,2880,1,1.670276215299964,1,0.3864242006093263,17,8,3,0,D,Swansea,1,1.670276215299964,5.869626747444272,5.686012743040919,2015
712,Jack Cork,35,2543,1,0.9188542980700732,2,1.960016405209899,19,30,3,0,M S,Swansea,1,0.9188542980700732,7.810734361410141,6.233920628204942,2015
720,Modou Barrow,22,762,1,0.4563115173950791,2,1.1819541100412607,11,13,0,0,F M S,Swansea,1,0.4563115173950791,2.616061476990581,1.5302883200347424,2015
731,Dame N&#039;Doye,11,562,1,0.542256273329258,0,0.260794909670949,9,4,2,0,F M S,Sunderland,1,0.542256273329258,1.2147915959358215,0.7594382986426353,2015
732,Yann M&#039;Vila,37,3194,1,0.8662020806223154,4,4.275108403526247,29,46,1,0,M S,Sunderland,1,0.8662020806223154,8.422501547262073,6.552976531907916,2015
733,Jack Rodwell,22,1137,1,2.488886285573244,0,0.8463181592524052,25,14,5,0,M S,Sunderland,1,2.488886285573244,4.394259596243501,1.3864314062520862,2015
742,Billy Jones,24,2039,1,2.414166917093098,1,1.10119448043406,14,12,8,0,D M S,Sunderland,1,2.414166917093098,2.430672544054687,1.0449426854029298,2015
751,N&#039;Golo Kanté,37,3011,1,0.5621249498799443,4,2.727957082912326,21,30,3,0,M S,Leicester,1,0.5621249498799443,11.133840311318636,8.644293965771794,2015
757,Jeffrey Schlupp,24,1383,1,1.9894150979816916,2,2.208457412198186,26,17,4,0,D M S,Leicester,1,1.9894150979816916,5.975842263549566,2.508393954485655,2015
767,Jack Colback,29,2409,1,0.8832457968965173,1,1.208109748084098,15,16,11,0,D M S,Newcastle United,1,0.8832457968965173,6.735096261836588,5.063953893259168,2015
768,Vurnon Anita,28,2112,1,0.2250929959118366,3,0.6107358699664474,8,13,6,0,D M S,Newcastle United,1,0.2250929959118366,4.641292719170451,4.246871633455157,2015
769,Jonjo Shelvey,31,2270,1,2.540728971362114,5,4.389030738733709,56,43,8,0,M S,"Newcastle United,Swansea",0,1.779560126364231,10.940085470676422,7.2602969305589795,2015
772,Moussa Sissoko,37,3234,1,3.314187631942332,7,5.964936513453722,38,57,3,0,M,Newcastle United,1,3.314187631942332,13.733196191489697,6.391511025838554,2015
783,Nathan Dyer,13,209,1,0.2630394995212555,1,0.5702421516180038,5,5,1,0,S,"Leicester,Swansea",1,0.2630394995212555,1.3413804471492767,0.6236486323177814,2015
798,Martin Olsson,24,1767,1,0.1644793888553977,2,0.9000752009451389,7,7,2,0,D S,Norwich,1,0.1644793888553977,3.3536361753940582,2.4406931921839714,2015
800,Matthew Jarvis,22,1100,1,1.0162746217101812,1,1.5426129950210452,10,18,0,0,M S,"Norwich,West Ham",1,1.0162746217101812,3.561777626164257,1.253236247226596,2015
805,Jonas Olsson,28,2019,1,0.9869289211928844,1,1.0481979874894023,6,4,5,0,D S,West Bromwich Albion,1,0.9869289211928844,1.9791099224239588,1.9479466322809456,2015
806,Gareth McAuley,34,3060,1,0.520556915551424,0,0.6936066104099154,7,7,4,1,D,West Bromwich Albion,1,0.520556915551424,3.2130725933238864,3.114611173979938,2015
807,Jonny Evans,30,2600,1,1.2419001087546349,1,0.7815929464995861,7,9,4,0,D M,West Bromwich Albion,1,1.2419001087546349,2.822651037015021,2.2188000408932567,2015
809,Darren Fletcher,38,3377,1,2.4974898314103484,3,2.580059276893735,22,30,3,0,M,West Bromwich Albion,1,2.4974898314103484,7.24373441375792,3.901701873168349,2015
816,Rickie Lambert,19,604,1,1.4416359439492226,1,0.9207852436229588,14,11,2,0,F S,West Bromwich Albion,0,0.6804670765995979,1.3934171153232455,0.2125765141099691,2015
821,Sebastien Bassong,32,2788,1,1.371929882094264,0,0.0742453299462795,20,2,4,0,D S,Norwich,1,1.371929882094264,3.0247011352330446,2.7052719090133905,2015
832,Cuco Martina,15,1076,1,0.1117531070485711,1,1.3458770513534546,3,12,1,0,D S,Southampton,1,0.1117531070485711,4.381994502618909,3.581359174102545,2015
835,Ryan Bertrand,32,2880,1,1.4651848217472434,3,3.441077208146453,12,22,6,0,D M,Southampton,0,0.7040159804746509,8.203245038166642,6.435185940936208,2015
836,Victor Wanyama,30,2507,1,1.5128121646121144,1,1.09025767352432,31,16,4,3,M S,Southampton,1,1.5128121646121144,7.417218901216984,6.315986998379231,2015
842,Oriol Romeu,29,1598,1,1.7555858753621578,0,1.0126178115606308,28,11,7,0,M S,Southampton,1,1.7555858753621578,6.841694541275501,5.275685434229672,2015
845,Maya Yoshida,20,1000,1,1.049080342054367,0,0.0,2,0,0,0,D S,Southampton,1,1.049080342054367,1.9643983477726576,1.3703075582161546,2015
848,Charlie Austin,7,203,1,1.1931680012494326,0,0.0267401821911335,8,1,0,0,F S,Southampton,1,1.1931680012494326,0.9220679569989444,0.0894539058208465,2015
853,Paul Dummett,23,1907,1,0.2723963381722569,0,0.1616813279688358,5,4,3,0,D,Newcastle United,1,0.2723963381722569,2.4196805227547884,2.126522555947304,2015
873,Charlie Adam,22,1050,1,0.8703564354218543,1,0.8281958755105734,29,10,6,1,M S,Stoke,1,0.8703564354218543,3.073082087095827,2.392737098038197,2015
875,Ciaran Clark,18,1442,1,0.8913225531578064,0,0.6958844438195229,10,4,6,0,D S,Aston Villa,1,0.8913225531578064,0.7675874177366495,0.6018299534916878,2015
881,Harry Arter,21,1692,1,0.9919994175434113,0,1.0252585178241134,36,25,7,0,M,Bournemouth,1,0.9919994175434113,7.356461776420474,5.810928633436561,2015
890,Gabriel Agbonlahor,15,1051,1,1.2428802624344826,2,1.477277654223144,10,13,0,0,F M S,Aston Villa,1,1.2428802624344826,2.83076698705554,0.2617861628532409,2015
907,Bastian Schweinsteiger,18,1199,1,1.46183530241251,0,0.2541703563183546,12,8,3,0,M S,Manchester United,1,1.46183530241251,4.839490883052349,4.474496357142925,2015
915,Rolando Aarons,10,365,1,0.4009547270834446,1,0.5955110788345337,2,5,1,0,D M S,Newcastle United,1,0.4009547270834446,1.9611596651375292,0.9918916374444962,2015
917,John Terry,24,1999,1,1.4788393825292587,0,0.1022739419713616,10,2,2,2,D,Chelsea,1,1.4788393825292587,4.600792312994599,3.987738722935319,2015
926,Steven Whittaker,8,660,1,0.4572328701615333,0,0.0352065619081258,8,2,1,1,D,Norwich,1,0.4572328701615333,1.4106155186891556,1.142907554283738,2015
935,Kurt Zouma,23,1912,1,1.836351105012,1,0.5467774271965027,17,1,0,0,D S,Chelsea,1,1.836351105012,3.94202867615968,3.860179483890533,2015
940,Nikica Jelavic,13,318,1,1.4878707099705937,2,1.0062960917130113,11,9,1,0,F S,West Ham,1,1.4878707099705937,2.748880231752992,0.4290880858898163,2015
941,Fabricio Coloccini,26,2294,1,0.9142135260626674,0,0.3086648657917976,10,3,2,1,D,Newcastle United,1,0.9142135260626674,3.4135521482676268,3.212325116619468,2015
955,Ritchie de Laet,12,655,1,0.1470789611339569,0,0.3315960094332695,2,6,1,0,D S,Leicester,1,0.1470789611339569,1.140821736305952,0.7576778158545494,2015
966,Alex Oxlade-Chamberlain,22,911,1,1.503473799675703,0,1.8971560969948769,23,19,0,0,M S,Arsenal,1,1.503473799675703,6.139449205249548,3.601580129936337,2015
1016,Miguel Layún,3,134,1,0.1906066089868545,0,0.1768393591046333,4,2,0,0,M S,Watford,1,0.1906066089868545,0.4222363177686929,0.168536277487874,2015
1029,Modibo Maiga,3,18,1,0.2375393565744161,0,0.0,2,0,0,0,S,West Ham,1,0.2375393565744161,0.2375393565744161,0.0,2015
191,Chicharito,1,22,0,0.3870875537395477,0,0.0423400811851024,1,1,0,0,S,Manchester United,0,0.3870875537395477,0.4294276535511017,0.0,2015
232,Jan Kirchhoff,15,1096,0,0.5767952632158995,0,0.4666619952768087,8,11,0,0,M S,Sunderland,0,0.5767952632158995,3.105595774948597,2.683109365403652,2015
455,Artur Boruc,32,2880,0,0.0,0,0.0938414558768272,0,1,2,0,GK,Bournemouth,0,0.0,2.945115691050887,2.945115691050887,2015
